Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
20	fg1_m13	1	0.49	6	64.99	0.04	0.07	18.87	0.77	0.83	7.42	11.86	0.43	0.21	703	17.76	79.16	125.81	-0.04	-1.28	87.24	22.26	-0.11	-0.54	0.04	0.11	-2.08
21	fg1_m13	1	0.59	0	42.59	0.23	0.12	13.82	0.41	0.36	36.06	60.71	0.68	1.68	1160	18.87	10.3	47.6	-0.24	-1.24	64.25	19.54	0.55	-0.39	0.24	0.55	1.1
22	fg1_m13	1	0.59	1	74.33	0.05	0.07	14.94	0.66	0.82	14.01	15.64	0.43	0.48	800	19.03	-23.01	98.93	0.04	-1.43	87.99	22.45	0.44	-0.31	0.04	0.44	-0.14
23	fg1_m13	1	0.59	2	72.73	0.05	0.06	17.69	0.57	0.46	16.98	19.76	0.68	0.88	673	12.08	-12.45	84.58	0.08	-0.92	91.04	21.22	-0.49	0.16	0.08	0.49	-1.01
24	fg1_m13	1	0.59	3	54.07	0.05	0.06	10.23	0.72	0.52	3.1	7.96	0.96	0.48	1664	22.68	50.43	85.46	-0.1	-1.16	72.17	18.87	0.02	-0.77	0.1	0.02	-0.02
25	fg1_m13	1	0.59	4	54.43	0.1	0.1	15.12	0.41	0.25	19.1	35.86	1.09	2.11	993	17.34	-7.19	61.82	-0.33	-1.15	67.12	25.1	0.59	-0.51	0.33	0.59	-0.19
26	fg1_m13	1	0.59	5	53.06	0.07	0.06	28.28	0.52	0.38	16.71	16.47	0.43	1.3	368	10.96	-72.84	83.33	0.3	-0.72	108.3	25.19	-0.59	-0.48	0.3	0.59	2.01
27	fg1_m13	1	0.59	6	83.89	0.03	0.04	8.39	0.74	0.6	2.55	4.43	1.36	0.48	1347	23.18	34.48	95.08	-0.16	-0.84	71.21	18.94	0.17	-0.86	0.16	0.17	-0.24
28	fg1_m13	1	0.68	0	49.86	0.06	0.05	9.03	0.42	0.19	25.02	23.98	0.3	0.77	744	13.31	-8.82	49.19	0.15	-1.0	73.35	14.61	-0.33	0.12	0.15	0.33	0.47
29	fg1_m13	1	0.68	1	82.09	0.05	0.03	8.45	0.65	0.79	7.64	15.88	0.61	0.88	538	14.64	-23.41	76.01	-0.02	-1.21	86.02	11.09	-0.05	-0.4	0.02	0.05	-1.91
30	fg1_m13	1	0.68	2	53.52	0.05	0.05	11.54	0.63	0.6	8.46	13.67	0.3	0.77	1214	18.07	-37.28	102.56	0.1	-1.33	79.7	21.52	0.71	1.08	0.1	0.71	0.55
31	fg1_m13	1	0.68	4	67.44	0.06	0.07	10.12	0.48	0.23	10.63	15.74	0.61	0.21	1225	16.38	-6.67	48.37	-0.07	-1.08	66.07	12.33	0.63	0.38	0.07	0.63	1.13
32	fg1_m13	1	0.68	5	53.64	0.06	0.06	14.45	0.61	0.49	9.87	11.27	0.68	0.88	1162	16.89	-28.05	76.96	0.17	-0.88	81.14	14.92	0.05	0.59	0.17	0.05	0.47
33	fg1_m13	1	0.68	6	76.5	0.05	0.05	13.14	0.58	0.78	15.44	23.49	0.68	0.21	741	15.24	32.13	97.81	-0.16	-1.44	85.61	26.0	0.07	-0.46	0.16	0.07	-0.27
34	fg1_m13	1	0.88	0	64.07	0.05	0.06	5.14	0.16	0.38	25.44	17.49	0.3	0.21	368	7.4	1.08	30.15	-0.05	-1.11	87.23	18.78	0.83	0.2	0.05	0.83	1.75
35	fg1_m13	1	0.88	1	77.34	0.03	0.06	8.4	0.63	0.69	13.92	10.26	0.0	0.48	879	16.48	2.8	83.08	-0.08	-1.09	75.39	18.69	0.58	0.42	0.08	0.58	0.36
36	fg1_m13	1	0.88	2	53.92	0.03	0.04	17.48	0.41	0.67	3.4	5.91	0.3	0.21	368	9.69	-31.37	66.62	0.07	-0.92	101.9	19.02	0.23	-0.46	0.07	0.23	0.04
37	fg1_m13	1	0.88	3	66.2	0.03	0.04	10.49	0.3	0.19	4.03	4.09	0.3	0.48	368	9.15	13.55	57.04	0.16	-0.86	97.32	18.11	0.57	-0.25	0.16	0.57	-2.25
38	fg1_m13	1	0.88	4	55.8	0.04	0.04	5.89	0.17	0.33	3.68	4.18	0.3	0.48	368	8.23	-2.92	32.02	-0.03	-1.0	88.31	18.47	0.44	-0.6	0.03	0.44	1.27
39	fg1_m13	1	0.88	5	62.34	0.03	0.04	14.25	0.39	0.61	3.14	3.68	0.3	0.48	368	10.4	-34.82	59.04	-0.01	-0.94	101.25	19.46	0.29	-0.36	0.01	0.29	-1.85
40	fg1_m13	1	0.88	6	80.65	0.02	0.04	9.7	0.51	0.69	5.76	6.24	0.43	0.48	603	12.49	11.36	74.02	-0.01	-1.01	88.78	15.18	0.63	0.27	0.01	0.63	0.9
41	fg1_m13	1	1.17	0	63.47	0.05	0.05	6.97	0.15	0.23	6.41	5.98	0.0	0.48	368	6.89	-0.96	37.65	-0.05	-1.01	94.67	17.93	0.45	-0.45	0.05	0.45	1.96
42	fg1_m13	1	1.17	2	49.92	0.03	0.04	6.09	0.47	0.67	12.71	23.95	0.3	0.48	688	11.73	-7.92	72.84	-0.11	-1.02	88.25	18.15	0.95	0.62	0.11	0.95	1.4
43	fg1_m13	1	1.17	3	71.41	0.04	0.05	9.71	0.28	0.21	3.97	5.47	0.3	0.48	368	8.66	-4.09	57.03	-0.05	-0.92	101.94	18.78	0.61	-0.26	0.05	0.61	0.18
44	fg1_m13	1	1.17	4	72.04	0.04	0.04	5.18	0.16	0.39	15.21	11.19	0.61	0.48	368	7.72	-6.18	27.09	-0.14	-1.19	90.69	17.43	0.62	-0.47	0.14	0.62	-0.61
45	fg1_m13	1	1.17	6	74.97	0.02	0.04	5.1	0.51	0.72	7.74	7.96	0.3	0.48	627	12.38	-1.11	77.14	0.01	-1.06	88.77	20.31	0.58	-0.17	0.01	0.58	1.51
46	fg1_m13	1	1.27	0	80.23	0.05	0.05	7.67	0.19	0.25	12.49	15.86	0.0	0.48	368	8.13	-1.97	38.7	-0.11	-1.16	95.87	17.75	0.79	-0.15	0.11	0.79	-0.19
47	fg1_m13	1	1.27	1	76.84	0.03	0.05	10.59	0.49	0.64	16.35	15.9	0.0	0.21	620	12.23	1.12	82.19	-0.05	-1.09	93.11	21.68	0.6	-0.36	0.05	0.6	-0.61
48	fg1_m13	1	1.27	3	65.33	0.03	0.03	8.0	0.34	0.59	1.29	1.68	0.43	0.64	368	11.26	-8.59	46.16	-0.04	-1.11	95.31	19.32	0.79	-0.19	0.04	0.79	-0.05
49	fg1_m13	1	1.27	4	65.06	0.05	0.06	7.05	0.15	0.19	12.11	11.49	0.0	0.48	368	7.41	-3.4	36.21	-0.13	-0.95	96.75	14.38	0.54	-0.63	0.13	0.54	0.22
50	fg1_m13	1	1.27	5	47.94	0.04	0.04	18.53	0.37	0.43	8.86	13.45	0.3	0.48	368	9.31	-5.18	65.68	0.04	-0.86	104.94	20.59	0.22	-0.75	0.04	0.22	3.12
51	fg1_m13	1	1.27	6	67.91	0.03	0.04	9.19	0.64	0.81	3.37	2.42	0.0	0.48	717	17.06	-10.42	87.02	-0.0	-1.33	83.05	16.66	0.99	0.97	0.0	0.99	0.05
52	fg1_m13	1	1.37	0	59.02	0.07	0.06	5.52	0.15	0.54	4.48	3.74	0.43	0.21	368	6.61	-5.04	31.22	0.18	-1.06	95.1	17.87	0.61	-0.48	0.18	0.61	0.77
53	fg1_m13	1	1.37	2	46.09	0.03	0.04	15.84	0.38	0.53	2.79	4.84	0.0	0.21	367	9.59	-10.26	63.11	0.09	-0.96	106.04	21.16	0.33	-0.32	0.09	0.33	0.93
54	fg1_m13	1	1.37	3	55.02	0.04	0.04	8.99	0.28	0.11	10.22	16.15	0.0	0.21	368	7.78	-1.14	63.23	-0.11	-1.13	107.95	18.7	0.51	-0.6	0.11	0.51	1.52
55	fg1_m13	1	1.37	4	64.56	0.05	0.03	5.15	0.14	0.41	14.85	13.78	0.0	0.48	368	7.03	-5.73	25.82	-0.05	-1.14	91.3	14.56	0.3	-0.68	0.05	0.3	-1.04
56	fg1_m13	1	1.37	6	76.46	0.03	0.03	10.23	0.44	0.64	7.7	8.28	0.3	0.48	367	10.77	-4.18	58.89	-0.03	-1.0	99.78	19.8	0.29	-0.61	0.03	0.29	-0.5
57	fg1_m13	1	1.42	0	87.58	0.04	0.06	7.02	0.17	0.47	18.27	26.88	0.3	0.48	368	7.63	-2.53	33.83	-0.05	-1.06	94.76	18.79	0.65	-0.44	0.05	0.65	-0.35
58	fg1_m13	1	1.42	2	62.61	0.03	0.04	16.68	0.39	0.42	12.76	18.61	0.3	0.21	368	9.65	-6.67	67.27	0.04	-0.99	108.62	20.15	0.31	-0.57	0.04	0.31	-0.79
59	fg1_m13	1	1.42	3	57.06	0.03	0.03	8.02	0.31	0.6	2.17	3.87	0.3	0.48	368	9.16	-8.22	52.41	0.0	-1.12	100.81	20.83	0.75	-0.28	0.0	0.75	0.1
60	fg1_m13	1	1.42	5	59.37	0.03	0.03	6.0	0.32	0.31	5.8	8.13	0.0	0.48	368	7.22	-9.9	70.49	-0.06	-0.95	109.15	20.3	0.24	-0.51	0.06	0.24	1.77
61	fg1_m13	1	1.42	6	72.19	0.03	0.04	7.31	0.66	0.83	3.61	2.76	0.0	0.21	816	18.19	-7.21	100.4	-0.06	-1.47	85.08	15.67	1.15	1.23	0.06	1.15	-0.18
62	fg1_m13	1	1.47	1	84.14	0.03	0.05	8.09	0.47	0.6	5.3	12.54	0.3	0.21	657	11.56	-1.19	83.84	0.05	-0.97	93.18	22.03	0.31	-0.27	0.05	0.31	0.34
63	fg1_m13	1	1.47	2	62.06	0.03	0.04	10.91	0.55	0.77	1.68	3.14	0.3	0.21	780	14.92	-5.16	86.46	0.03	-1.4	83.67	19.24	1.18	1.43	0.03	1.18	2.32
64	fg1_m13	1	1.47	3	73.74	0.04	0.04	8.94	0.33	0.58	2.48	2.52	0.0	0.48	368	10.06	-6.01	48.34	-0.08	-1.15	100.41	20.77	0.85	0.01	0.08	0.85	0.36
65	fg1_m13	1	1.47	6	56.84	0.04	0.06	10.32	0.54	0.76	5.75	11.06	0.61	0.48	571	14.05	-11.92	73.03	-0.18	-1.09	93.9	18.9	0.78	0.1	0.18	0.78	-1.42
66	fg1_m13	1	1.52	0	70.57	0.04	0.04	6.62	0.2	0.3	5.69	8.2	0.43	0.48	368	7.03	-13.85	36.51	0.07	-1.03	95.16	15.42	0.48	-0.81	0.07	0.48	-0.57
67	fg1_m13	1	1.52	1	88.81	0.02	0.04	9.06	0.61	0.69	4.56	14.31	0.0	0.77	808	15.73	4.73	94.49	0.01	-1.22	87.08	16.44	1.11	1.06	0.01	1.11	0.09
68	fg1_m13	1	1.52	2	52.68	0.04	0.06	15.88	0.41	0.63	3.43	4.88	0.3	0.21	368	10.71	-8.87	57.48	0.02	-1.09	99.87	22.47	0.6	-0.25	0.02	0.6	1.37
69	fg1_m13	1	1.52	3	67.81	0.03	0.04	10.95	0.33	0.28	5.94	6.55	0.0	0.48	368	9.26	-2.7	62.75	0.07	-1.07	107.67	20.62	0.56	-0.34	0.07	0.56	0.74
70	fg1_m13	1	1.52	4	74.53	0.05	0.04	6.06	0.13	0.3	25.89	22.15	0.0	0.48	368	6.84	-3.42	27.33	0.02	-1.12	93.83	16.14	0.51	-0.68	0.02	0.51	-0.41
71	fg1_m13	1	1.52	5	60.33	0.03	0.04	11.61	0.5	0.73	11.84	19.34	0.43	0.48	633	13.41	-11.03	71.52	-0.0	-1.24	85.81	20.53	1.23	1.15	0.0	1.23	-0.61
72	fg1_m13	1	1.52	6	69.19	0.03	0.04	8.09	0.49	0.64	2.96	4.95	0.68	0.21	628	11.51	-4.47	84.79	-0.07	-1.06	93.89	18.42	0.78	0.08	0.07	0.78	0.78
73	fg1_m13	1	1.66	1	83.57	0.03	0.04	10.67	0.44	0.65	2.85	4.63	0.43	0.64	364	10.86	-0.66	59.87	-0.06	-0.93	102.7	18.3	0.34	-0.66	0.06	0.34	-0.43
74	fg1_m13	1	1.66	2	53.38	0.03	0.04	12.42	0.53	0.61	1.68	5.26	0.3	0.21	703	13.68	-4.97	74.0	-0.05	-1.15	88.43	18.58	1.3	1.55	0.05	1.3	-0.12
75	fg1_m13	1	1.66	3	70.78	0.04	0.04	9.55	0.31	0.22	3.63	4.16	0.3	0.48	368	8.63	-10.77	55.86	-0.03	-1.1	102.34	19.69	0.62	-0.38	0.03	0.62	-1.23
76	fg1_m13	1	1.66	4	79.8	0.04	0.04	6.36	0.11	0.22	53.76	38.23	0.3	0.21	368	5.44	-3.95	28.9	0.07	-0.82	95.31	14.72	0.65	-0.53	0.07	0.65	0.6
77	fg1_m13	1	1.66	5	54.66	0.02	0.03	6.91	0.48	0.62	1.08	2.48	0.0	0.21	688	12.44	-6.97	73.5	-0.02	-1.17	88.85	17.99	1.28	1.53	0.02	1.28	-0.03
78	fg1_m13	1	1.66	6	67.42	0.03	0.04	8.86	0.54	0.7	3.63	7.39	0.3	0.64	605	13.55	-9.17	76.71	0.04	-1.24	92.48	19.17	0.72	-0.11	0.04	0.72	2.08
79	fg1_m13	1	1.71	0	72.13	0.05	0.03	5.87	0.18	0.35	6.48	7.45	0.43	0.21	368	7.8	-6.52	35.33	0.04	-1.11	97.16	16.2	0.78	-0.39	0.04	0.78	1.41
80	fg1_m13	1	1.71	1	84.58	0.02	0.04	9.01	0.61	0.71	6.07	15.68	0.3	0.48	771	15.19	-1.79	93.85	-0.03	-1.3	86.08	17.35	1.03	1.51	0.03	1.03	0.46
81	fg1_m13	1	1.71	2	53.4	0.03	0.03	13.67	0.45	0.43	1.21	3.59	0.3	0.48	747	11.57	0.95	77.91	-0.01	-1.02	93.11	18.92	1.21	1.25	0.01	1.21	-1.86
82	fg1_m13	1	1.71	3	65.9	0.03	0.05	9.96	0.31	0.34	2.56	3.73	0.3	0.48	368	8.47	-13.37	59.76	0.01	-1.07	105.52	19.83	0.57	-0.43	0.01	0.57	0.78
83	fg1_m13	1	1.71	4	63.08	0.05	0.03	5.29	0.12	0.19	22.8	15.62	0.3	0.77	368	5.93	-8.6	27.84	-0.01	-1.23	94.47	14.94	0.47	-0.82	0.01	0.47	0.36
84	fg1_m13	1	1.71	5	59.92	0.03	0.03	5.51	0.46	0.5	3.52	8.02	0.0	0.48	712	11.96	0.84	76.69	0.03	-1.15	91.69	19.05	1.18	1.05	0.03	1.18	-0.32
85	fg1_m13	1	1.71	6	72.19	0.02	0.02	6.25	0.58	0.76	2.68	3.47	0.3	0.21	568	13.75	-10.51	82.45	0.09	-1.26	94.94	17.4	0.77	-0.2	0.09	0.77	0.25
86	fg1_m13	1	1.76	0	83.59	0.05	0.02	4.96	0.14	0.21	7.84	6.43	0.3	0.77	368	5.8	-8.33	36.17	-0.14	-1.12	96.85	17.44	0.62	-0.54	0.14	0.62	-0.44
87	fg1_m13	1	1.76	1	81.99	0.03	0.05	9.13	0.53	0.69	12.66	16.03	0.0	0.21	621	13.2	-7.63	76.86	-0.14	-1.03	88.36	20.81	0.73	0.13	0.14	0.73	-0.65
88	fg1_m13	1	1.76	2	62.82	0.04	0.05	6.32	0.37	0.59	10.6	12.92	0.0	0.48	366	8.9	3.11	62.6	0.04	-1.06	103.16	20.0	0.63	-0.42	0.04	0.63	0.53
89	fg1_m13	1	1.76	5	59.31	0.04	0.06	17.54	0.42	0.46	5.77	6.69	0.3	0.21	368	10.2	15.94	64.9	-0.06	-1.03	104.62	21.26	0.53	-0.47	0.06	0.53	-0.04
90	fg1_m13	1	1.76	6	72.85	0.03	0.04	8.3	0.58	0.75	1.64	1.74	0.0	0.64	584	13.82	-15.6	73.75	0.05	-1.34	87.53	17.81	1.01	0.87	0.05	1.01	-0.36
91	fg1_m13	1	1.81	0	72.16	0.04	0.05	6.93	0.14	-0.15	20.35	15.47	0.3	0.48	368	5.62	-9.9	40.3	-0.01	-1.1	100.4	16.85	0.82	-0.44	0.01	0.82	0.56
92	fg1_m13	1	1.81	1	84.4	0.05	0.06	10.54	0.44	0.61	5.34	12.56	0.3	0.77	660	11.49	-9.02	75.2	-0.11	-0.95	91.02	19.76	1.07	0.64	0.11	1.07	0.73
93	fg1_m13	1	1.81	2	57.03	0.03	0.03	6.66	0.46	0.61	2.86	6.05	0.0	0.21	677	11.68	8.77	71.1	0.03	-1.25	86.96	20.65	1.1	0.96	0.03	1.1	-0.26
94	fg1_m13	1	1.81	3	68.65	0.04	0.04	8.9	0.36	0.42	1.68	1.76	0.3	0.48	368	9.39	-20.4	52.23	0.04	-1.19	101.65	21.12	0.75	-0.26	0.04	0.75	-0.75
95	fg1_m13	1	1.81	4	73.8	0.05	0.04	6.19	0.13	0.16	29.11	18.92	0.0	0.48	368	6.54	-4.13	29.94	-0.13	-1.09	95.49	13.36	0.49	-0.49	0.13	0.49	-0.39
96	fg1_m13	1	1.81	5	53.13	0.04	0.04	14.01	0.41	0.61	1.88	3.86	0.0	0.21	368	10.24	9.86	57.68	0.0	-1.1	100.55	20.83	0.72	-0.38	0.0	0.72	0.41
97	fg1_m13	1	1.81	6	65.76	0.03	0.03	9.43	0.57	0.76	1.42	2.34	0.3	0.77	585	14.09	-16.47	76.32	0.03	-1.24	91.23	18.51	0.94	0.35	0.03	0.94	1.25
98	fg1_m13	1	1.86	0	72.61	0.04	0.04	7.32	0.18	0.34	11.59	12.11	0.3	0.77	368	6.93	-7.49	37.41	0.03	-1.26	98.19	18.19	0.65	-0.39	0.03	0.65	1.17
99	fg1_m13	1	1.86	2	51.8	0.03	0.03	5.33	0.45	0.65	1.8	5.35	0.0	0.48	665	11.45	8.52	76.54	0.01	-1.17	90.5	20.2	1.16	0.9	0.01	1.16	-0.35
100	fg1_m13	1	1.86	3	65.08	0.03	0.04	9.67	0.34	0.31	4.6	5.49	0.3	0.48	368	8.79	-21.33	58.8	-0.09	-1.08	102.72	20.59	0.57	-0.45	0.09	0.57	0.6
101	fg1_m13	1	1.86	4	73.72	0.04	0.05	5.21	0.14	0.37	8.04	9.63	0.3	0.48	368	7.92	-0.87	27.46	-0.02	-1.09	94.01	15.8	0.46	-0.5	0.02	0.46	1.16
102	fg1_m13	1	1.91	0	84.01	0.04	0.02	4.33	0.21	0.33	4.86	7.77	0.3	0.77	368	8.43	-5.29	34.19	-0.06	-1.34	96.48	17.45	0.85	-0.11	0.06	0.85	0.18
103	fg1_m13	1	1.91	2	56.08	0.03	0.04	16.22	0.39	0.5	4.09	4.39	0.0	0.21	368	9.39	9.62	65.82	0.06	-1.02	106.37	20.41	0.58	-0.24	0.06	0.58	-0.24
104	fg1_m13	1	1.91	3	56.69	0.03	0.05	8.51	0.39	0.32	3.52	6.28	0.3	0.48	368	9.6	-28.03	57.24	0.0	-1.1	103.08	20.2	0.75	-0.21	0.0	0.75	0.02
105	fg1_m13	1	1.91	4	75.08	0.07	0.03	4.6	0.16	0.27	16.78	9.76	0.0	0.48	368	7.86	3.99	27.58	-0.04	-1.06	95.04	13.99	0.56	-0.68	0.04	0.56	1.41
106	fg1_m13	1	1.91	6	71.28	0.03	0.04	9.05	0.61	0.7	2.85	3.39	0.3	0.48	751	15.24	-24.99	91.27	-0.03	-1.32	85.47	18.06	1.26	1.16	0.03	1.26	0.3
107	fg1_m13	1	1.96	3	63.63	0.03	0.04	8.57	0.42	0.57	2.24	3.05	0.3	0.64	368	10.11	-42.65	50.63	0.01	-1.25	100.23	21.65	0.86	-0.31	0.01	0.86	-1.21
108	fg1_m13	1	1.96	4	75.02	0.06	0.04	6.2	0.18	0.12	5.05	6.13	0.3	0.77	368	7.87	9.97	31.17	-0.1	-1.11	95.82	14.81	0.67	-0.5	0.1	0.67	-0.16
109	fg1_m13	1	1.96	5	53.42	0.04	0.06	15.98	0.44	0.51	4.86	6.84	0.0	0.48	368	11.25	17.74	63.34	-0.07	-1.02	104.05	20.79	0.6	-0.23	0.07	0.6	-1.01
110	fg1_m13	1	1.96	6	65.75	0.03	0.04	8.77	0.63	0.75	1.58	3.11	0.0	0.48	718	16.07	-34.42	88.56	-0.05	-1.42	84.98	18.95	1.31	1.05	0.05	1.31	-0.13
111	fg1_m13	1	2.0	1	89.73	0.03	0.04	11.73	0.46	0.62	5.24	10.45	0.3	0.64	367	10.49	19.23	63.09	-0.0	-0.88	101.41	19.82	0.42	-0.36	0.0	0.42	-0.08
112	fg1_m13	1	2.0	2	54.54	0.02	0.02	8.42	0.47	0.69	1.19	2.8	0.43	0.48	660	12.33	5.81	74.3	0.05	-1.27	90.19	19.01	1.42	1.61	0.05	1.42	1.29
113	fg1_m13	1	2.0	3	65.41	0.04	0.05	10.05	0.45	0.52	3.48	4.1	0.3	0.48	368	10.03	-49.57	58.25	-0.04	-1.15	105.67	19.5	0.78	-0.09	0.04	0.78	-1.4
114	fg1_m13	1	2.0	4	82.75	0.04	0.03	4.63	0.15	0.15	17.57	13.95	0.43	0.48	368	7.52	4.37	29.51	0.1	-1.14	95.87	14.4	0.66	-0.41	0.1	0.66	1.63
115	fg1_m13	1	2.0	6	65.26	0.03	0.04	9.88	0.51	0.7	2.19	3.33	0.0	0.48	360	11.25	-42.11	64.67	-0.11	-1.03	104.79	18.6	0.48	-0.46	0.11	0.48	-0.16
116	fg1_m13	1	2.05	0	78.54	0.05	0.03	6.68	0.22	0.25	6.47	13.34	0.3	0.48	368	8.71	-1.19	35.07	-0.04	-1.24	98.77	16.12	0.91	-0.05	0.04	0.91	0.42
117	fg1_m13	1	2.05	1	85.81	0.02	0.04	9.04	0.62	0.69	11.15	11.99	0.0	0.48	796	16.82	28.84	90.55	0.13	-1.33	90.13	17.99	1.11	1.25	0.13	1.11	-0.42
118	fg1_m13	1	2.05	2	53.52	0.03	0.04	16.53	0.38	0.47	3.04	4.39	0.3	0.21	368	8.84	17.4	64.47	-0.02	-1.07	106.96	19.97	0.58	-0.37	0.02	0.58	0.73
119	fg1_m13	1	2.05	3	62.8	0.04	0.07	27.1	0.5	0.11	28.37	50.85	3.05	0.88	1170	15.2	-30.65	116.25	1.07	1.65	121.53	63.56	1.76	2.2	1.07	1.76	-1.8
120	fg1_m13	1	2.05	4	75.31	0.09	0.04	4.43	0.22	0.27	13.23	11.84	0.3	0.48	368	8.93	19.53	25.74	-0.18	-1.07	98.35	14.96	0.51	-0.66	0.18	0.51	1.78
121	fg1_m13	1	2.05	5	63.44	0.03	0.03	6.11	0.53	0.67	15.7	34.05	0.0	0.48	643	13.68	9.59	76.45	-0.02	-1.25	95.61	18.91	1.03	0.69	0.02	1.03	1.97
122	fg1_m13	1	2.05	6	68.5	0.02	0.04	9.66	0.58	0.68	13.18	12.95	0.96	0.48	636	13.98	-51.63	82.5	0.01	-1.19	107.45	35.87	2.28	5.13	0.01	2.28	0.97
123	fg1_m13	1	2.1	0	80.03	0.07	0.04	7.93	0.21	0.38	21.7	24.61	0.43	0.48	368	8.05	18.26	46.77	0.32	-0.7	121.32	16.36	0.28	-0.68	0.32	0.28	-0.79
124	fg1_m13	1	2.1	1	76.47	0.05	0.05	22.93	0.5	0.69	12.99	21.78	0.68	0.64	1241	25.84	-51.59	95.41	0.35	-0.62	134.28	27.95	0.17	0.08	0.35	0.17	0.85
125	fg1_m13	1	2.1	2	69.77	0.03	0.05	19.65	0.43	0.19	14.18	13.18	0.3	0.21	368	10.51	51.84	90.7	0.04	-0.99	156.2	23.96	-0.48	-0.54	0.04	0.48	-0.85
126	fg1_m13	1	2.1	3	21.52	0.1	0.09	29.34	0.54	0.43	10.83	9.93	0.68	0.48	365	11.19	40.76	129.59	0.27	-1.24	180.95	51.52	-0.15	-1.11	0.27	0.15	-0.29
127	fg1_m13	1	2.1	4	79.58	0.15	0.03	7.35	0.32	0.5	34.96	24.79	0.43	0.48	368	10.64	-41.22	20.71	-0.49	-0.7	118.32	17.63	0.24	0.09	0.49	0.24	0.89
128	fg1_m13	1	2.1	5	46.4	0.06	0.04	17.94	0.45	0.59	2.87	3.26	0.0	0.48	635	11.58	12.09	116.8	-0.37	-0.98	152.99	28.21	-0.04	-0.85	0.37	0.04	-0.28
129	fg1_m13	1	2.1	6	73.47	0.07	0.06	20.26	0.62	0.62	52.65	55.55	0.68	0.77	945	16.09	35.37	143.01	0.26	-0.71	151.35	58.47	0.95	0.31	0.26	0.95	0.09
130	fg1_m13	1	2.15	0	80.05	0.07	0.03	6.12	0.2	-0.38	10.2	11.18	0.3	0.21	368	9.11	-4.5	38.87	0.15	-0.87	113.6	14.57	0.07	-0.71	0.15	0.07	0.29
131	fg1_m13	1	2.15	1	76.18	0.05	0.04	10.59	0.23	0.44	14.96	16.69	0.0	0.48	368	5.15	-12.67	56.58	-0.18	-0.99	114.88	19.64	0.43	-0.47	0.18	0.43	0.74
132	fg1_m13	1	2.15	2	70.16	0.04	0.03	6.72	0.3	0.34	3.91	3.46	0.0	0.48	368	8.91	7.24	55.5	0.08	-1.1	113.96	17.65	0.75	-0.16	0.08	0.75	0.81
133	fg1_m13	1	2.15	3	34.79	0.07	0.06	10.81	0.33	0.48	8.88	11.63	0.43	0.21	751	13.01	9.97	56.61	0.04	-1.22	120.31	24.45	0.4	-0.92	0.04	0.4	-0.37
134	fg1_m13	1	2.15	4	77.81	0.14	0.05	8.39	0.11	-0.45	34.32	33.96	0.3	0.48	368	5.76	-10.97	16.88	-0.25	-0.86	101.58	14.3	0.48	-0.18	0.25	0.48	-1.58
135	fg1_m13	1	2.15	5	36.0	0.03	0.04	8.68	0.43	0.6	3.62	6.9	0.3	0.48	673	12.93	-2.81	86.62	-0.3	-0.68	125.5	19.04	-0.08	-0.89	0.3	0.08	0.37
136	fg1_m13	1	2.15	6	64.46	0.05	0.04	6.47	0.48	0.75	4.62	4.51	0.43	0.21	793	15.35	-10.86	68.82	0.21	-1.4	94.77	16.83	1.13	1.34	0.21	1.13	0.2
137	fg1_m13	1	2.2	0	87.61	0.06	0.03	9.14	0.17	0.28	26.77	24.62	0.43	0.64	368	6.31	-5.53	40.42	0.04	-1.23	118.58	14.04	0.11	-0.58	0.04	0.11	-0.43
138	fg1_m13	1	2.2	1	89.08	0.06	0.03	10.78	0.34	0.3	8.82	10.41	0.0	0.48	368	9.67	-2.2	57.54	0.2	-1.16	125.68	16.12	0.19	-0.25	0.2	0.19	0.3
139	fg1_m13	1	2.2	2	45.51	0.05	0.03	7.9	0.3	0.39	4.18	6.68	0.3	0.48	368	9.6	-9.8	46.14	-0.11	-1.2	112.61	20.35	0.3	-0.15	0.11	0.3	-0.08
140	fg1_m13	1	2.2	3	56.42	0.06	0.03	8.59	0.28	0.41	5.03	4.9	0.0	0.48	367	9.29	-2.91	49.19	-0.08	-1.12	121.54	17.85	0.67	-0.23	0.08	0.67	-0.56
141	fg1_m13	1	2.2	4	87.21	0.09	0.05	6.15	0.1	0.35	28.43	26.91	0.68	0.88	368	6.47	-6.99	19.06	-0.06	-1.17	101.62	14.94	0.44	-0.83	0.06	0.44	-0.7
142	fg1_m13	1	2.2	5	45.39	0.03	0.04	5.89	0.45	0.61	3.3	4.29	0.43	0.48	665	14.45	-15.06	60.45	-0.18	-1.09	104.63	15.81	0.86	0.28	0.18	0.86	-1.12
143	fg1_m13	1	2.2	6	53.79	0.05	0.02	8.86	0.36	0.67	15.74	19.34	0.3	0.48	357	9.78	-11.96	54.98	-0.06	-1.12	121.01	19.42	-0.04	-0.75	0.06	0.04	1.35
144	fg1_m13	1	2.25	0	81.49	0.06	0.02	8.98	0.2	0.23	7.43	11.66	0.3	1.07	368	7.06	-7.79	43.39	-0.03	-1.3	119.78	13.95	-0.19	-0.51	0.03	0.19	1.53
