Counter	Image	class label	Myr	Viewpoint	Delta PA	v_asym	s_asym	resids	lambda_r	epsilon	A	A_2	deltapos	deltapos2	nspax	re	meanvel	varvel	skewvel	kurtvel	meansig	varsig	skewsig	kurtsig	abskewvel	abskewsig	random
60	fg3_m15	1	2.64	4	77.07	0.05	0.05	8.87	0.49	0.06	12.71	27.4	0.3	0.77	749	13.08	-24.22	50.03	-0.14	-1.35	75.91	16.57	0.46	-0.11	0.14	0.46	0.01
61	fg3_m15	1	2.64	5	47.58	0.07	0.08	24.06	0.68	0.58	6.63	9.3	0.61	0.48	826	15.41	-3.72	128.68	-0.24	-1.26	108.29	24.49	0.26	-0.51	0.24	0.26	-0.07
62	fg3_m15	1	2.64	6	67.76	0.05	0.05	14.81	0.72	0.75	9.2	8.48	0.68	0.64	649	15.77	1.7	112.91	0.09	-1.4	91.42	18.27	0.31	-0.12	0.09	0.31	0.59
63	fg3_m15	1	2.93	0	80.85	0.04	0.06	10.4	0.56	0.18	7.41	25.76	0.0	0.48	764	11.81	-8.31	73.17	-0.02	-1.25	82.46	21.15	0.45	0.02	0.02	0.45	0.76
64	fg3_m15	1	2.93	1	83.84	0.03	0.04	12.56	0.69	0.59	15.43	8.92	0.3	0.64	681	13.98	-17.59	97.97	-0.11	-1.06	92.33	21.7	0.4	-0.09	0.11	0.4	-0.93
65	fg3_m15	1	2.93	2	50.87	0.02	0.03	7.2	0.67	0.57	1.44	3.85	0.43	0.48	716	13.83	-8.04	97.19	0.0	-1.14	93.18	23.2	0.3	0.28	0.0	0.3	1.5
66	fg3_m15	1	2.93	3	57.62	0.04	0.04	12.19	0.58	0.4	1.35	2.41	0.3	0.48	368	10.43	7.62	85.18	-0.03	-1.22	101.99	20.32	0.26	-0.15	0.03	0.26	-0.56
67	fg3_m15	1	2.93	4	65.36	0.05	0.03	7.96	0.37	0.14	2.79	3.39	0.0	0.48	368	11.2	-4.29	39.31	-0.09	-1.24	84.67	16.09	-0.23	-0.21	0.09	0.23	0.84
68	fg3_m15	1	2.93	5	51.01	0.02	0.03	7.98	0.7	0.65	15.32	23.08	0.43	0.77	822	15.16	-0.86	108.5	-0.02	-1.4	93.83	18.49	0.76	0.44	0.02	0.76	-0.22
69	fg3_m15	1	2.93	6	67.04	0.04	0.06	9.03	0.69	0.83	22.58	15.61	0.43	0.48	587	15.44	10.79	104.47	0.05	-1.46	96.4	15.27	-0.03	-0.2	0.05	0.03	-1.09
70	fg3_m15	1	3.13	0	82.24	0.04	0.05	12.16	0.53	0.2	11.21	20.1	0.3	0.64	368	11.03	2.64	70.98	-0.06	-1.27	95.31	20.31	0.19	-0.2	0.06	0.19	-0.62
71	fg3_m15	1	3.13	1	83.75	0.02	0.03	8.08	0.67	0.64	25.24	35.12	0.3	0.48	662	13.35	-5.55	100.4	0.03	-1.08	96.11	19.97	0.54	-0.18	0.03	0.54	-0.42
72	fg3_m15	1	3.13	2	52.4	0.02	0.05	7.7	0.63	0.55	5.67	9.3	0.61	0.48	731	13.28	-3.03	99.72	-0.13	-0.95	106.75	40.16	2.27	5.34	0.13	2.27	0.28
73	fg3_m15	1	3.13	3	56.61	0.03	0.04	10.03	0.63	0.28	2.12	6.83	0.3	0.48	764	12.92	4.82	90.08	0.02	-1.25	91.79	21.7	0.46	0.02	0.02	0.46	1.24
74	fg3_m15	1	3.13	4	71.62	0.04	0.04	7.38	0.37	0.16	9.14	11.04	0.43	0.48	764	11.42	0.08	42.86	-0.12	-1.25	76.43	17.18	0.48	-0.26	0.12	0.48	0.84
75	fg3_m15	1	3.13	5	51.64	0.02	0.04	11.67	0.73	0.69	13.81	16.6	3.46	0.48	1144	21.58	2.48	126.46	0.01	-1.47	105.45	38.94	1.99	3.64	0.01	1.99	-1.58
76	fg3_m15	1	3.13	6	64.56	0.05	0.05	9.68	0.79	0.84	4.74	3.79	0.3	0.48	828	23.27	-2.35	140.7	-0.2	-1.35	97.38	18.34	0.24	0.21	0.2	0.24	-0.15
77	fg3_m15	1	3.32	0	79.26	0.04	0.04	10.7	0.47	0.33	17.47	30.36	0.3	0.77	764	12.52	1.89	65.09	-0.14	-1.28	91.86	18.36	0.68	0.59	0.14	0.68	-2.1
78	fg3_m15	1	3.32	1	87.34	0.03	0.03	12.19	0.69	0.65	10.33	16.16	0.43	0.48	1020	19.41	-2.18	106.55	0.0	-1.44	101.29	23.06	0.84	0.54	0.0	0.84	-0.06
79	fg3_m15	1	3.32	2	53.1	0.04	0.06	17.41	0.61	0.48	6.21	8.27	0.43	0.64	715	11.98	-22.09	98.17	0.24	-1.2	112.73	26.64	0.54	-0.59	0.24	0.54	1.13
80	fg3_m15	1	3.32	3	60.2	0.03	0.04	10.34	0.59	0.16	2.67	5.5	0.3	0.48	759	13.48	0.42	85.14	0.02	-1.21	98.07	21.33	0.72	0.25	0.02	0.72	2.11
81	fg3_m15	1	3.32	4	73.34	0.03	0.03	5.33	0.36	-0.31	7.94	11.7	0.0	0.48	764	12.37	-6.62	42.17	-0.04	-1.31	82.12	17.0	0.73	0.07	0.04	0.73	0.06
82	fg3_m15	1	3.32	5	54.61	0.04	0.05	14.02	0.57	0.65	6.85	11.39	0.96	0.48	891	14.93	-12.84	93.8	0.07	-1.14	106.52	34.02	1.42	2.38	0.07	1.42	0.21
83	fg3_m15	1	3.32	6	65.05	0.02	0.03	10.75	0.67	0.73	4.79	6.01	0.3	0.64	652	15.79	-8.77	99.19	0.04	-1.33	101.22	14.88	0.54	0.32	0.04	0.54	-0.86
84	fg3_m15	1	3.52	0	76.19	0.04	0.03	9.12	0.44	0.32	9.76	16.28	0.0	0.77	764	12.12	-5.27	62.76	-0.08	-1.16	94.89	19.97	0.59	-0.38	0.08	0.59	1.81
85	fg3_m15	1	3.52	1	88.57	0.05	0.04	12.09	0.6	0.65	24.5	33.64	0.0	0.48	897	15.48	-6.55	98.53	-0.01	-1.22	104.48	21.4	0.64	-0.26	0.01	0.64	0.68
86	fg3_m15	1	3.52	2	53.33	0.03	0.03	11.77	0.57	0.44	5.52	16.73	0.43	0.48	761	12.95	-5.76	88.88	0.02	-1.03	108.49	20.93	0.59	-0.15	0.02	0.59	-0.1
87	fg3_m15	1	3.52	3	60.09	0.05	0.04	11.34	0.54	0.36	3.29	11.45	0.3	1.07	751	12.18	-1.76	85.28	0.05	-1.27	102.16	21.95	0.75	-0.02	0.05	0.75	-1.28
88	fg3_m15	1	3.52	4	72.22	0.05	0.03	6.91	0.36	0.19	4.08	5.75	0.3	0.64	764	11.37	-11.86	41.95	0.0	-1.36	88.84	18.27	0.57	-0.38	0.0	0.57	-0.55
89	fg3_m15	1	3.52	5	53.82	0.03	0.03	10.06	0.58	0.6	6.15	13.27	0.0	0.48	686	13.67	-12.07	89.07	-0.05	-1.12	111.07	21.85	0.61	-0.35	0.05	0.61	0.44
90	fg3_m15	1	3.52	6	66.62	0.04	0.04	11.54	0.66	0.78	4.05	5.23	0.3	0.88	672	15.9	-2.14	101.42	0.02	-1.4	107.43	15.54	0.65	0.01	0.02	0.65	0.29
91	fg3_m15	1	3.72	0	79.84	0.03	0.03	9.29	0.45	0.29	3.45	11.08	0.3	0.64	764	11.71	-6.8	64.33	-0.02	-1.27	94.03	19.24	0.69	0.05	0.02	0.69	0.66
92	fg3_m15	1	3.72	1	85.23	0.03	0.03	9.1	0.62	0.64	7.78	19.19	0.3	0.48	882	15.29	-5.52	102.27	-0.06	-1.29	104.11	19.68	0.88	0.19	0.06	0.88	1.35
93	fg3_m15	1	3.72	2	52.76	0.03	0.03	14.69	0.56	0.53	11.55	19.01	0.43	0.21	740	12.67	-6.34	85.53	0.02	-1.09	106.88	20.1	0.67	-0.15	0.02	0.67	-1.52
94	fg3_m15	1	3.72	3	59.14	0.04	0.03	10.93	0.53	0.31	1.94	6.45	0.3	0.64	764	11.66	4.38	81.54	-0.14	-1.22	102.62	21.03	0.6	-0.16	0.14	0.6	0.3
95	fg3_m15	1	3.72	4	73.42	0.06	0.03	7.67	0.31	0.2	5.39	6.06	0.3	0.48	368	9.88	-9.23	37.59	-0.0	-1.17	96.93	18.15	-0.15	-0.53	0.0	0.15	1.36
96	fg3_m15	1	3.72	5	52.85	0.03	0.03	8.14	0.61	0.66	15.73	21.18	0.0	0.48	851	14.7	-3.83	98.6	-0.05	-1.31	102.95	20.1	0.8	0.38	0.05	0.8	0.46
97	fg3_m15	1	3.72	6	66.58	0.03	0.03	11.39	0.63	0.74	3.09	3.43	0.3	0.88	676	15.77	-10.04	97.62	0.1	-1.32	105.3	17.6	0.24	0.03	0.1	0.24	2.05
98	fg3_m15	1	3.91	0	83.02	0.05	0.05	12.68	0.44	0.16	14.36	20.14	0.0	1.07	368	11.21	3.46	61.42	-0.13	-1.2	106.55	19.28	0.11	-0.82	0.13	0.11	-1.11
99	fg3_m15	1	3.91	1	87.68	0.03	0.03	12.82	0.61	0.62	11.14	21.99	0.61	0.77	659	13.85	-12.99	92.67	0.04	-1.06	108.85	20.22	0.6	-0.28	0.04	0.6	2.46
100	fg3_m15	1	3.91	2	53.78	0.02	0.02	7.92	0.58	0.52	1.95	5.55	0.3	0.48	734	13.54	-2.26	89.02	0.0	-1.11	108.93	19.77	0.57	-0.19	0.0	0.57	0.55
101	fg3_m15	1	3.91	3	58.82	0.03	0.03	10.33	0.54	0.37	2.49	7.9	0.43	0.64	759	11.69	-4.25	85.81	-0.05	-1.19	104.87	19.14	0.88	0.32	0.05	0.88	-1.32
102	fg3_m15	1	3.91	4	73.52	0.04	0.04	7.34	0.32	-0.02	14.19	10.88	0.0	0.21	368	10.44	-10.13	39.86	0.01	-1.24	99.11	17.09	-0.06	-0.5	0.01	0.06	0.18
103	fg3_m15	1	3.91	5	53.51	0.02	0.02	8.38	0.61	0.67	14.06	15.66	0.3	0.48	668	14.32	0.1	90.94	0.04	-1.09	110.32	19.38	0.48	-0.16	0.04	0.48	-0.11
104	fg3_m15	1	3.91	6	65.67	0.03	0.03	9.95	0.73	0.74	3.15	1.48	0.0	0.48	902	39.37	-4.13	114.88	0.04	-1.56	104.73	17.77	0.47	-0.26	0.04	0.47	0.48
105	fg3_m15	1	4.11	0	78.39	0.03	0.03	11.53	0.46	0.12	9.38	11.21	0.3	0.64	368	10.87	-7.71	63.38	0.02	-1.22	105.87	19.41	0.11	-0.67	0.02	0.11	0.19
106	fg3_m15	1	4.11	1	87.97	0.03	0.03	12.49	0.6	0.64	8.13	19.37	0.0	0.21	647	13.08	0.07	95.56	-0.04	-1.1	110.11	19.76	0.48	-0.4	0.04	0.48	0.2
107	fg3_m15	1	4.11	2	51.67	0.03	0.03	15.22	0.6	0.6	1.51	4.09	0.43	0.21	710	13.86	-8.15	91.11	0.01	-1.15	109.83	18.23	0.78	0.53	0.01	0.78	0.7
108	fg3_m15	1	4.11	3	60.26	0.03	0.03	10.33	0.54	0.4	3.18	10.79	0.3	0.48	756	11.85	3.97	85.31	-0.03	-1.24	103.36	19.58	0.77	0.3	0.03	0.77	-0.07
109	fg3_m15	1	4.11	4	74.24	0.03	0.03	8.48	0.34	0.1	3.57	2.79	0.0	0.48	368	11.26	-13.2	40.71	0.0	-1.18	98.33	17.12	-0.04	-0.33	0.0	0.04	-0.52
110	fg3_m15	1	4.11	5	53.47	0.03	0.02	8.54	0.61	0.68	4.29	8.37	0.3	0.48	657	14.17	-15.74	90.75	0.04	-1.14	108.87	18.2	0.6	0.08	0.04	0.6	-0.9
111	fg3_m15	1	4.11	6	63.66	0.04	0.04	9.82	0.63	0.73	4.33	5.84	0.43	0.64	675	15.05	-5.43	102.56	-0.06	-1.34	110.13	15.68	0.58	-0.18	0.06	0.58	0.73
112	fg3_m15	1	4.29	0	82.48	0.03	0.03	9.23	0.46	0.28	6.87	22.33	0.3	0.48	764	11.44	-5.33	65.96	-0.0	-1.29	92.5	18.65	0.88	0.23	0.0	0.88	0.01
113	fg3_m15	1	4.29	1	86.96	0.02	0.02	7.76	0.62	0.66	21.33	32.45	0.3	0.48	640	13.86	-12.04	96.17	0.03	-1.09	108.71	18.47	0.71	-0.17	0.03	0.71	0.24
114	fg3_m15	1	4.29	2	53.33	0.02	0.03	7.17	0.59	0.47	1.75	5.06	0.3	0.48	723	13.42	-16.3	90.43	-0.03	-1.15	104.85	20.61	0.55	-0.27	0.03	0.55	-1.76
115	fg3_m15	1	4.29	3	59.57	0.03	0.03	9.74	0.54	0.41	1.46	4.61	0.43	0.77	757	11.64	15.86	84.23	-0.07	-1.19	99.82	20.06	0.82	0.06	0.07	0.82	0.19
116	fg3_m15	1	4.29	4	72.28	0.05	0.03	8.28	0.32	0.08	5.19	4.98	0.0	0.48	368	10.16	-11.14	39.41	-0.02	-1.3	98.26	16.98	0.26	-0.51	0.02	0.26	0.12
117	fg3_m15	1	4.29	5	52.65	0.04	0.03	11.36	0.61	0.61	23.09	43.06	0.3	0.64	687	13.67	-19.16	91.23	0.03	-1.09	107.4	19.42	0.68	0.04	0.03	0.68	1.03
118	fg3_m15	1	4.29	6	66.88	0.02	0.03	7.66	0.64	0.77	1.99	2.53	0.3	0.77	652	16.05	7.33	99.57	0.03	-1.37	107.73	16.28	0.28	0.32	0.03	0.28	-0.99
119	fg3_m15	1	4.49	0	83.09	0.04	0.03	10.95	0.44	0.22	4.01	9.89	0.43	0.64	368	10.27	-5.55	62.21	-0.0	-1.26	104.42	18.94	0.18	-0.44	0.0	0.18	-0.68
120	fg3_m15	1	4.49	1	87.21	0.02	0.02	6.8	0.62	0.65	9.97	17.96	0.0	0.48	650	13.59	-17.25	94.03	-0.02	-1.08	107.49	19.4	0.57	-0.29	0.02	0.57	-1.18
121	fg3_m15	1	4.49	2	52.79	0.03	0.03	15.6	0.59	0.53	11.75	27.05	0.43	0.21	720	13.27	-8.3	91.7	0.06	-1.15	106.37	18.86	0.88	0.67	0.06	0.88	-0.33
122	fg3_m15	1	4.49	3	58.46	0.03	0.03	9.98	0.56	0.32	1.19	3.68	0.3	0.48	759	12.47	4.41	85.77	-0.03	-1.19	101.36	19.76	0.96	0.43	0.03	0.96	-0.56
123	fg3_m15	1	4.49	4	77.72	0.04	0.03	9.45	0.35	0.1	7.12	8.7	0.3	0.48	368	11.17	-15.03	39.93	-0.02	-1.23	96.91	17.13	0.06	-0.59	0.02	0.06	-0.66
124	fg3_m15	1	4.49	5	53.75	0.03	0.03	8.82	0.61	0.65	4.92	8.16	0.0	0.48	638	13.93	-6.23	92.38	0.04	-1.13	109.55	19.27	0.47	-0.29	0.04	0.47	0.68
125	fg3_m15	1	4.49	6	67.75	0.03	0.03	10.83	0.63	0.73	12.79	24.91	0.3	0.77	670	15.06	8.24	104.09	-0.04	-1.36	109.37	15.84	0.15	-0.02	0.04	0.15	0.41
126	fg3_m15	1	4.68	0	83.92	0.04	0.04	12.4	0.46	0.15	6.34	13.66	0.43	0.88	368	10.66	0.77	63.38	-0.06	-1.31	104.97	18.77	0.26	-0.41	0.06	0.26	-0.87
127	fg3_m15	1	4.68	1	88.13	0.03	0.03	13.04	0.6	0.63	11.3	23.16	0.3	0.48	648	13.45	-5.47	96.02	-0.01	-1.09	108.53	19.3	0.6	-0.16	0.01	0.6	-1.25
128	fg3_m15	1	4.68	2	51.09	0.03	0.03	15.39	0.6	0.53	12.38	20.25	0.43	0.21	710	13.02	-11.65	91.79	0.02	-1.16	104.43	18.81	0.97	0.66	0.02	0.97	-0.74
129	fg3_m15	1	4.68	3	57.86	0.03	0.03	10.44	0.56	0.41	2.39	7.13	0.3	0.48	750	12.11	8.44	86.88	0.0	-1.21	100.89	20.09	0.93	0.34	0.0	0.93	0.17
130	fg3_m15	1	4.68	4	73.38	0.05	0.03	8.62	0.32	-0.01	10.88	11.67	0.3	0.48	368	10.86	-14.42	37.52	0.05	-1.22	96.8	18.3	-0.08	-0.46	0.05	0.08	1.12
131	fg3_m15	1	4.68	5	53.4	0.02	0.03	10.62	0.62	0.67	1.95	3.19	0.0	0.21	641	14.16	-11.7	91.74	-0.02	-1.18	107.97	18.39	0.63	-0.2	0.02	0.63	-0.09
132	fg3_m15	1	4.68	6	64.46	0.03	0.02	7.98	0.61	0.76	6.0	6.42	0.3	0.48	529	14.54	6.23	89.18	-0.02	-1.22	114.22	14.59	0.14	-0.52	0.02	0.14	-0.26
133	fg3_m15	1	4.88	0	84.14	0.04	0.04	12.27	0.45	0.29	8.52	15.48	0.3	0.77	368	11.29	-1.09	62.43	-0.07	-1.25	105.84	19.17	0.08	-0.33	0.07	0.08	0.57
134	fg3_m15	1	4.88	1	87.1	0.03	0.04	12.32	0.62	0.64	25.34	35.56	0.0	0.21	636	13.76	-10.71	95.01	-0.05	-1.09	106.5	19.91	0.78	-0.14	0.05	0.78	-1.4
135	fg3_m15	1	4.88	2	52.78	0.03	0.04	15.27	0.59	0.47	10.55	13.8	0.3	0.21	722	12.87	-12.03	91.74	-0.02	-1.16	105.24	19.64	0.81	0.18	0.02	0.81	-0.23
136	fg3_m15	1	4.88	3	58.01	0.04	0.04	9.99	0.56	0.32	12.13	33.39	0.3	0.48	762	11.92	9.82	85.81	-0.05	-1.18	102.23	19.21	0.86	0.41	0.05	0.86	-1.41
137	fg3_m15	1	4.88	4	75.5	0.06	0.04	8.1	0.3	0.2	11.47	17.48	0.0	0.48	368	9.98	-6.72	37.49	-0.1	-1.28	96.7	18.12	0.23	-0.4	0.1	0.23	-0.55
138	fg3_m15	1	4.88	5	54.39	0.03	0.03	9.18	0.62	0.65	5.95	9.6	0.0	0.48	619	13.92	-14.5	93.83	0.0	-1.2	108.97	18.37	0.72	0.03	0.0	0.72	0.16
139	fg3_m15	1	4.88	6	65.66	0.03	0.03	10.5	0.64	0.74	12.57	18.88	0.43	0.77	663	15.08	5.52	103.61	-0.0	-1.36	107.54	15.07	0.64	0.25	0.0	0.64	1.03
